delay	perdida	size	timeToServer	totalTime
0	0.00000	100	0.0004840469
0	0.00000	200	0.0004457283
0	0.00000	300	0.0004186487
0	0.00000	400	0.0004426432
0	0.00000	500	0.0004863071
0	0.00000	600	0.0003798103
0	0.00000	700	0.0005771637
0	0.00000	800	0.0004644966
0	0.00000	900	0.0004178190
0	0.00000	1000	0.0003428745
0	0.00000	1100	0.0004683971
0	0.00000	1200	0.0003818750
0	0.00000	1300	0.0003538656
0	0.00000	1400	0.0004246330
0	0.00000	1500	0.0004111242
0	0.00000	1600	0.0004458618
0	0.00000	1700	0.0004263306
0	0.00000	1800	0.0004260921
0	0.00000	1900	0.0003774023
0	0.00000	2000	0.0003674078
0	0.00000	2100	0.0004112339
0	0.00000	2200	0.0003815603
0	0.00000	2300	0.0004394579
0	0.00000	2400	0.0003890800
0	0.00000	2500	0.0005085993
0	0.00000	2600	0.0004687738
0	0.00000	2700	0.0004350567
0	0.00000	2800	0.0004303217
0	0.00000	2900	0.0004028511
0	0.00000	3000	0.0004107285
0	0.00000	3100	0.0004215097
0	0.00000	3200	0.0005602932
0	0.00000	3300	0.0003913498
0	0.00000	3400	0.0003899193
0	0.00000	3500	0.0004272175
0	0.00000	3600	0.0004665995
0	0.00000	3700	0.0004521656
0	0.00000	3800	0.0004373550
0	0.00000	3900	0.0003972721
0	0.00000	4000	0.0004720974
0	0.00000	4100	0.0004378843
0	0.00000	4200	0.0003762865
0	0.00000	4300	0.0004305363
0	0.00000	4400	0.0004373121
0	0.00000	4500	0.0004084730
0	0.00000	4600	0.0004538059
0	0.00000	4700	0.0004330444
0	0.00000	4800	0.0004553938
0	0.00000	4900	0.0004212761
